Column1,match,Team,bowlerName,overs.1,overs.2,maiden,runs,wickets,economy,zeros,fours,sixes,wides,noBalls,match_id,Balls
375,India Vs Bangladesh,India,Bhuvneshwar Kumar,3,0,0,27,0,9,7,2,2,0,0,T20I # 1860,18
376,India Vs Bangladesh,India,Arshdeep Singh,4,0,0,38,2,9.5,10,5,1,0,0,T20I # 1860,24
377,India Vs Bangladesh,India,Mohammed Shami,3,0,0,25,1,8.33,7,2,1,0,0,T20I # 1860,18
378,India Vs Bangladesh,India,Axar Patel,1,0,0,6,0,6,2,0,0,0,0,T20I # 1860,6
379,India Vs Bangladesh,India,Ravichandran Ashwin,2,0,0,19,0,9.5,4,3,0,1,0,T20I # 1860,12
380,India Vs Bangladesh,India,Hardik Pandya,3,0,0,28,2,9.33,8,1,3,0,0,T20I # 1860,18
381,Pakistan Vs South Africa,South Africa,Wayne Parnell,4,0,0,31,1,7.75,10,3,1,0,0,T20I # 1861,24
382,Pakistan Vs South Africa,South Africa,Kagiso Rabada,4,0,0,44,1,11,7,4,2,0,0,T20I # 1861,24
383,Pakistan Vs South Africa,South Africa,Lungi Ngidi,4,0,0,32,1,8,11,3,1,2,0,T20I # 1861,24
384,Pakistan Vs South Africa,South Africa,Anrich Nortje,4,0,0,41,4,10.25,11,1,4,0,1,T20I # 1861,24
385,Pakistan Vs South Africa,South Africa,Tabraiz Shamsi,4,0,0,36,1,9,8,2,2,2,0,T20I # 1861,24
386,Pakistan Vs South Africa,Pakistan,Shaheen Shah Afridi,3,0,0,14,3,4.66,11,2,0,0,0,T20I # 1861,18
387,Pakistan Vs South Africa,Pakistan,Naseem Shah,3,0,0,19,1,6.33,10,1,1,1,0,T20I # 1861,18
388,Pakistan Vs South Africa,Pakistan,Haris Rauf,3,0,0,44,1,14.66,2,7,1,1,0,T20I # 1861,18
389,Pakistan Vs South Africa,Pakistan,Mohammad Wasim,2,0,0,13,1,6.5,3,1,0,0,0,T20I # 1861,12
390,Pakistan Vs South Africa,Pakistan,Shadab Khan,2,0,0,16,2,8,5,1,1,0,0,T20I # 1861,12
391,Pakistan Vs South Africa,Pakistan,Mohammad Nawaz,1,0,0,2,0,2,4,0,0,0,0,T20I # 1861,6
392,New Zealand Vs Ireland,Ireland,Josh Little,4,0,0,22,3,5.5,10,2,0,1,0,T20I # 1862,24
393,New Zealand Vs Ireland,Ireland,Mark Adair,4,0,0,39,1,9.75,9,3,1,3,0,T20I # 1862,24
394,New Zealand Vs Ireland,Ireland,Barry McCarthy,4,0,0,46,0,11.5,4,4,2,0,0,T20I # 1862,24
395,New Zealand Vs Ireland,Ireland,Gareth Delany,4,0,0,30,2,7.5,11,3,1,1,0,T20I # 1862,24
396,New Zealand Vs Ireland,Ireland,Fionn Hand,2,0,0,22,0,11,2,2,1,0,0,T20I # 1862,12
397,New Zealand Vs Ireland,Ireland,George Dockrell,2,0,0,18,0,9,4,2,0,2,0,T20I # 1862,12
398,New Zealand Vs Ireland,New Zealand,Trent Boult,4,0,0,38,0,9.5,8,4,1,0,0,T20I # 1862,24
399,New Zealand Vs Ireland,New Zealand,Tim Southee,4,0,0,29,2,7.25,8,2,1,0,0,T20I # 1862,24
400,New Zealand Vs Ireland,New Zealand,Lockie Ferguson,4,0,0,22,3,5.5,10,1,0,0,0,T20I # 1862,24
401,New Zealand Vs Ireland,New Zealand,Mitchell Santner,4,0,0,26,2,6.5,12,3,1,0,0,T20I # 1862,24
402,New Zealand Vs Ireland,New Zealand,Ish Sodhi,4,0,0,31,2,7.75,10,0,2,1,0,T20I # 1862,24
403,Australia Vs Afghanistan,Afghanistan,Fazalhaq Farooqi,4,0,0,29,2,7.25,13,4,1,0,0,T20I # 1864,24
404,Australia Vs Afghanistan,Afghanistan,Mujeeb Ur Rahman,4,0,0,42,1,10.5,5,4,1,1,0,T20I # 1864,24
405,Australia Vs Afghanistan,Afghanistan,Naveen-ul-Haq,4,0,0,21,3,5.25,11,2,0,0,0,T20I # 1864,24
406,Australia Vs Afghanistan,Afghanistan,Gulbadin Naib,3,0,0,31,0,10.33,6,3,2,0,0,T20I # 1864,18
407,Australia Vs Afghanistan,Afghanistan,Rashid Khan,4,0,0,29,1,7.25,9,2,1,1,0,T20I # 1864,24
408,Australia Vs Afghanistan,Afghanistan,Mohammad Nabi,1,0,0,14,0,14,1,1,1,0,0,T20I # 1864,6
409,Australia Vs Afghanistan,Australia,Josh Hazlewood,4,0,0,33,2,8.25,13,2,3,0,0,T20I # 1864,24
410,Australia Vs Afghanistan,Australia,Pat Cummins,4,0,0,22,0,5.5,12,2,0,0,0,T20I # 1864,24
411,Australia Vs Afghanistan,Australia,Marcus Stoinis,2,0,0,26,0,13,2,2,1,2,0,T20I # 1864,12
412,Australia Vs Afghanistan,Australia,Kane Richardson,4,0,0,48,1,12,4,3,3,1,0,T20I # 1864,24
413,Australia Vs Afghanistan,Australia,Adam Zampa,4,0,0,22,2,5.5,11,1,0,0,0,T20I # 1864,24
414,Australia Vs Afghanistan,Australia,Cameron Green,2,0,0,13,0,6.5,7,1,1,0,0,T20I # 1864,12
415,Sri Lanka Vs England,England,Ben Stokes,3,0,0,24,1,8,8,1,2,0,0,T20I # 1867,18
416,Sri Lanka Vs England,England,Chris Woakes,3,0,0,24,1,8,5,3,0,1,0,T20I # 1867,18
417,Sri Lanka Vs England,England,Mark Wood,3,0,0,26,3,8.66,8,1,2,1,0,T20I # 1867,18
418,Sri Lanka Vs England,England,Sam Curran,4,0,0,27,1,6.75,10,2,1,0,0,T20I # 1867,24
419,Sri Lanka Vs England,England,Adil Rashid,4,0,0,16,1,4,11,0,0,0,0,T20I # 1867,24
420,Sri Lanka Vs England,England,Liam Livingstone,2,0,0,16,0,8,2,0,1,0,0,T20I # 1867,12
421,Sri Lanka Vs England,England,Moeen Ali,1,0,0,5,0,5,1,0,0,0,0,T20I # 1867,6
422,Sri Lanka Vs England,Sri Lanka,Maheesh Theekshana,4,0,0,22,0,5.5,11,1,0,1,0,T20I # 1867,24
423,Sri Lanka Vs England,Sri Lanka,Kasun Rajitha,3,0,0,40,0,13.33,4,5,1,2,0,T20I # 1867,18
424,Sri Lanka Vs England,Sri Lanka,Lahiru Kumara,3,4,0,24,2,6.54,11,3,0,0,1,T20I # 1867,22
425,Sri Lanka Vs England,Sri Lanka,Wanindu Hasaranga de Silva,4,0,0,23,2,5.75,11,1,1,0,0,T20I # 1867,24
426,Sri Lanka Vs England,Sri Lanka,Dhananjaya de Silva,4,0,0,24,2,6,7,1,0,0,0,T20I # 1867,24
427,Sri Lanka Vs England,Sri Lanka,Charith Asalanka,1,0,0,8,0,8,1,1,0,0,0,T20I # 1867,6
428,Netherlands Vs South Africa,South Africa,Wayne Parnell,4,0,0,32,0,8,10,2,2,1,0,T20I # 1871,24
429,Netherlands Vs South Africa,South Africa,Kagiso Rabada,3,0,0,37,0,12.33,6,7,0,0,0,T20I # 1871,18
430,Netherlands Vs South Africa,South Africa,Lungi Ngidi,3,0,0,35,0,11.66,3,5,0,0,0,T20I # 1871,18
431,Netherlands Vs South Africa,South Africa,Anrich Nortje,4,0,0,10,1,2.5,14,0,0,0,0,T20I # 1871,24
432,Netherlands Vs South Africa,South Africa,Keshav Maharaj,4,0,0,27,2,6.75,12,1,2,0,0,T20I # 1871,24
433,Netherlands Vs South Africa,South Africa,Aiden Markram,2,0,0,16,1,8,3,0,1,1,0,T20I # 1871,12
434,Netherlands Vs South Africa,Netherlands,Fred Klaassen,4,0,0,20,2,5,15,3,0,0,0,T20I # 1871,24
435,Netherlands Vs South Africa,Netherlands,Paul van Meekeren,3,0,0,33,1,11,5,1,2,1,1,T20I # 1871,18
436,Netherlands Vs South Africa,Netherlands,Colin Ackermann,3,0,0,16,0,5.33,6,1,0,0,0,T20I # 1871,18
437,Netherlands Vs South Africa,Netherlands,Roelof van der Merwe,2,0,0,19,0,9.5,2,2,0,0,0,T20I # 1871,12
438,Netherlands Vs South Africa,Netherlands,Brandon Glover,2,0,0,9,3,4.5,5,0,0,1,0,T20I # 1871,12
439,Netherlands Vs South Africa,Netherlands,Logan van Beek,3,0,0,23,0,7.66,4,1,1,0,0,T20I # 1871,18
440,Netherlands Vs South Africa,Netherlands,Bas de Leede,3,0,0,25,2,8.33,4,1,0,1,2,T20I # 1871,18
441,Bangladesh Vs Pakistan,Pakistan,Shaheen Shah Afridi,4,0,0,22,4,5.5,13,2,1,0,0,T20I # 1872,24
442,Bangladesh Vs Pakistan,Pakistan,Naseem Shah,3,0,0,15,0,5,9,2,0,0,0,T20I # 1872,18
